Custom Office,Reg Number,Importer,HS Code,FOB Value (N),CIF Value (N),Total Tax(N),Receipt Number,Receipt Date,Mass(KG),Country  of Origin,Country  of Supply,Nbr Of Containers,Container Nbr,Container Size
HM CARGO,C1048,52685,17120000,1263779,2160129,376624,R1139,2021-07-01,1230,Hong Kong,Hong Kong,0,Unknown,Unknown
HM CARGO,C88964,79818,16601000,612100,1021135,121614,R85146,2021-10-25,580,Germany,Germany,0,Unknown,Unknown
HM CARGO,C88972,408,23520000,37547350,43611447,28631029,R85899,2021-10-26,4789,India,India,0,Unknown,Unknown
HM CARGO,C9042,60056,23520000,986600,1094950,719833,R10606,2021-02-15,50,Egypt,Egypt,0,Unknown,Unknown
HM CARGO,C88981,36700,36490000,166130,172541,51186,R85827,2021-10-26,10,United Kingdom,Cyprus,0,Unknown,Unknown
HM CARGO,C88981,36700,40890000,2612403,2714052,483624,R85827,2021-10-26,17,United Kingdom,Cyprus,0,Unknown,Unknown
HM CARGO,C88983,84917,31100000,239695,282430,35394,R85344,2021-10-25,29,China,China,0,Unknown,Unknown
HM CARGO,C89001,61185,36490000,156572,214814,62919,R85114,2021-10-25,1,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C89002,47330,4220000,10758,12284,4456,R87853,2021-02-11,1,China,China,0,Unknown,Unknown
HM CARGO,C89007,81899,6500000,93175,176814,51616,R85160,2021-10-25,30,France,France,0,Unknown,Unknown
HM CARGO,C89008,6407,17700000,218633,227791,17004,R87042,2021-10-31,1,China,China,0,Unknown,Unknown
HM CARGO,C89011,6407,17700000,218938,231148,17204,R87044,2021-10-31,2,China,China,0,Unknown,Unknown
HM CARGO,C89015,61185,36500000,91518,103779,19672,R85110,2021-10-25,47,Belgium,Belgium,0,Unknown,Unknown
HM CARGO,C89021,6407,17700000,1282124,1426813,97783,R87037,2021-10-31,24,China,China,0,Unknown,Unknown
HM CARGO,C89022,2490,9800000,258926,288230,84546,R85465,2021-10-25,50,Republic of South Africa,Republic of South Africa,0,Unknown,Unknown
HM CARGO,C89035,60056,25800000,1029072,1127058,137795,R101258,2021-12-19,19,Canada,Canada,0,Unknown,Unknown
HM CARGO,C89040,60056,17120000,612100,623394,112225,R93050,2021-11-21,1,United States,United States,0,Unknown,Unknown
HM CARGO,C89042,60907,17180000,3620949,6368199,1106647,R85439,2021-10-25,2990,Hong Kong,Hong Kong,0,Unknown,Unknown
HM CARGO,C89044,60019,17180000,4546773,7294634,1271640,R85447,2021-10-25,4288,United Arab Emirates,United Arab Emirates,0,Unknown,Unknown
HM CARGO,C89048,55841,3000000,387838,970942,113667,R87053,2021-10-31,68,United Kingdom,United Kingdom,0,Unknown,Unknown
HM CARGO,C89052,48935,48900000,261063,432919,76616,R85127,2021-10-25,534,United Kingdom,United Kingdom,0,Unknown,Unknown
HM CARGO,C89056,26760,36500000,65973,77554,15008,R88029,2021-02-11,500,Germany,Germany,0,Unknown,Unknown
HM CARGO,C89056,26760,44420000,74147,87090,26296,R88029,2021-02-11,200,Germany,Germany,0,Unknown,Unknown
HM CARGO,C89064,6407,17700000,174677,274800,19314,R87059,2021-10-31,18,China,China,0,Unknown,Unknown
HM CARGO,C89065,19776,44300000,33041,53798,16545,R87041,2021-10-31,15,United States,United States,0,Unknown,Unknown
HM CARGO,C89067,30571,19890000,3911089,4101285,1190358,R87737,2021-01-11,33,Norway,Norway,0,Unknown,Unknown
HM CARGO,C89068,44410,36410000,88596,94396,28494,R88310,2021-03-11,5,United Kingdom,United Kingdom,0,Unknown,Unknown
HM CARGO,C89071,6407,17700000,92259,106911,8669,R87033,2021-10-31,2,China,China,0,Unknown,Unknown
HM CARGO,C89074,61185,35900000,160659,169855,80927,R85112,2021-10-25,31,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C89076,84958,4310000,73029,83713,11502,R88431,2021-03-11,1,Japan,Japan,0,Unknown,Unknown
HM CARGO,C89081,6407,17700000,5490606,5710386,390456,R88436,2021-03-11,30,Viet Nam,Viet Nam,0,Unknown,Unknown
HM CARGO,C89082,64110,6500000,46777,219243,63007,R87167,2021-10-31,1,Japan,Sweden,0,Unknown,Unknown
HM CARGO,C9053,82973,21901000,112905,207465,60404,R9336,2021-10-02,112,China,China,0,Unknown,Unknown
HM CARGO,C89090,75480,4401000,363627,438413,30776,R88434,2021-03-11,10,United Arab Emirates,United Arab Emirates,0,Unknown,Unknown
HM CARGO,C89099,3830,37100000,1163720,1186199,145799,R88449,2021-03-11,7,Germany,Germany,0,Unknown,Unknown
HM CARGO,C89103,3830,17620000,322103,327893,41353,R88448,2021-03-11,1,Germany,Germany,0,Unknown,Unknown
HM CARGO,C89108,6407,28729000,1833100,1852941,830703,R978,2022-04-01,0,Egypt,Egypt,0,Unknown,Unknown
HM CARGO,C89109,60779,23490000,409636,415426,121738,R88451,2021-03-11,0,Australia,Australia,0,Unknown,Unknown
HM CARGO,C9055,15998,43700000,3250721,3305487,404129,R10549,2021-02-15,46,United States,United States,0,Unknown,Unknown
HM CARGO,C89115,6407,17700000,853248,999158,68475,R88438,2021-03-11,25,China,China,0,Unknown,Unknown
HM CARGO,C89116,60087,17120000,151783,184750,33875,R88450,2021-03-11,5,China,China,0,Unknown,Unknown
HM CARGO,C89117,71822,17620000,243358,543419,64703,R88452,2021-03-11,65,Japan,Philippines,0,Unknown,Unknown
HM CARGO,C89126,29391,17120000,8838588,14812331,2576670,R85134,2021-10-25,7062,Hong Kong,Hong Kong,0,Unknown,Unknown
HM CARGO,C89129,67830,17120000,3740913,6360874,1106680,R85132,2021-10-25,1775,Hong Kong,Hong Kong,0,Unknown,Unknown
HM CARGO,C89143,64110,36500000,29683,45556,9264,R86269,2021-10-28,12,United Arab Emirates,United Arab Emirates,0,Unknown,Unknown
HM CARGO,C89143,64110,36490000,79134,123090,36427,R86269,2021-10-28,12,Sweden,United Arab Emirates,0,Unknown,Unknown
HM CARGO,C89143,64110,36690000,20526,31210,14755,R86269,2021-10-28,12,Sweden,United Arab Emirates,0,Unknown,Unknown
HM CARGO,C89143,64110,38900000,102943,160025,20320,R86269,2021-10-28,12,Sweden,United Arab Emirates,0,Unknown,Unknown
HM CARGO,C9060,83419,4900000,542356,557616,39537,R10519,2021-02-15,3,Greece,Greece,0,Unknown,Unknown
HM CARGO,C89167,34375,36490000,119121,176203,51717,R85350,2021-10-25,163,Spain,Spain,0,Unknown,Unknown
HM CARGO,C89168,64110,41409000,60819,68755,2529,R86322,2021-10-28,15,United Arab Emirates,United Arab Emirates,0,Unknown,Unknown
HM CARGO,C89173,59106,36500000,6613970,6903819,1227844,R87314,2021-01-11,300,Germany,Germany,0,Unknown,Unknown
HM CARGO,C89173,59106,3000000,24507626,25582553,3109274,R87314,2021-01-11,117,Germany,Germany,0,Unknown,Unknown
HM CARGO,C89174,29664,17620000,3310205,3430168,418687,R85937,2021-10-26,20,United Kingdom,United Kingdom,0,Unknown,Unknown
HM CARGO,C89174,29664,17700000,56850,58681,5494,R85937,2021-10-26,15,United Kingdom,United Kingdom,0,Unknown,Unknown
HM CARGO,C89175,44827,17180000,1649950,3030901,526622,R85155,2021-10-25,1071,China,China,0,Unknown,Unknown
HM CARGO,C89176,44827,17180000,5190850,9073935,1576613,R85154,2021-10-25,2388,China,China,0,Unknown,Unknown
HM CARGO,C89179,44827,17180000,5190850,9073935,1576613,R85152,2021-10-25,2395,China,China,0,Unknown,Unknown
HM CARGO,C9062,15998,36500000,540986,608557,108991,R10546,2021-02-15,32,United States,United States,0,Unknown,Unknown
HM CARGO,C89180,44827,17180000,3450925,6378578,1106601,R85151,2021-10-25,1676,China,China,0,Unknown,Unknown
HM CARGO,C89181,44827,17180000,3450925,6378578,1106601,R85149,2021-10-25,1599,China,China,0,Unknown,Unknown
HM CARGO,C89184,29664,17620000,26609632,27098033,3302484,R85936,2021-10-26,40,United Kingdom,United Kingdom,0,Unknown,Unknown
HM CARGO,C89184,29664,4409000,14541268,14808057,1013176,R85936,2021-10-26,14,United Kingdom,United Kingdom,0,Unknown,Unknown
HM CARGO,C89185,61090,44300000,7095,8011,3455,R88453,2021-03-11,3,United Arab Emirates,United Arab Emirates,0,Unknown,Unknown
HM CARGO,C89186,61185,37200000,16788994,16946010,2066501,R86767,2021-10-31,69,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C89196,75480,44420000,39451,41282,13109,R87747,2021-01-11,1,Hungary,Hungary,0,Unknown,Unknown
HM CARGO,C89198,93939,17120000,3008313,4509227,788652,R85342,2021-10-25,1120,Hong Kong,Hong Kong,0,Unknown,Unknown
HM CARGO,C89201,64110,38900000,10758,11369,2787,R86321,2021-10-28,4,United Arab Emirates,United Arab Emirates,0,Unknown,Unknown
HM CARGO,C89211,37592,17700000,467538,523055,36767,R87743,2021-01-11,11,Sweden,Netherlands,0,Unknown,Unknown
HM CARGO,C89214,60056,37100000,185523,199147,25546,R87753,2021-01-11,2,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C89217,53080,17620000,300135,321198,40382,R87739,2021-01-11,4,United States,United States,0,Unknown,Unknown
HM CARGO,C89220,53080,17620000,300135,321503,40417,R87741,2021-01-11,4,United States,United States,0,Unknown,Unknown
HM CARGO,C89222,80069,17180000,3929557,6676807,1161611,R85437,2021-10-25,3766,United Arab Emirates,United Arab Emirates,0,Unknown,Unknown
HM CARGO,C89224,80069,17180000,6717100,11365142,1976644,R85431,2021-10-25,4256,United Arab Emirates,United Arab Emirates,0,Unknown,Unknown
HM CARGO,C89238,94582,40890000,21747,30599,6673,R85361,2021-10-25,95,Republic of South Africa,Republic of South Africa,0,Unknown,Unknown
HM CARGO,C89242,36431,36500000,367086,399036,72051,R85548,2021-10-25,200,Republic of South Africa,Republic of South Africa,0,Unknown,Unknown
HM CARGO,C89242,36431,43700000,284791,309546,38923,R85548,2021-10-25,100,Republic of South Africa,Republic of South Africa,0,Unknown,Unknown
HM CARGO,C89250,67830,18300000,215275,350806,101607,R85398,2021-10-25,438,Hong Kong,Hong Kong,0,Unknown,Unknown
HM CARGO,C89264,20145,47900000,77913,382858,45066,R89909,2021-09-11,199,Switzerland,Switzerland,0,Unknown,Unknown
HM CARGO,C89265,64110,23510000,264726,295862,86744,R87186,2021-10-31,2,Sweden,Sweden,0,Unknown,Unknown
HM CARGO,C89265,64110,38900000,82186,91344,12449,R87186,2021-10-31,2,Sweden,Sweden,0,Unknown,Unknown
HM CARGO,C89279,22867,44499000,10438403,18054391,5165069,R85484,2021-10-25,4862,United States,United States,0,Unknown,Unknown
HM CARGO,C89287,74318,43700000,63589,158275,19769,R85376,2021-10-25,48,Germany,Germany,0,Unknown,Unknown
HM CARGO,C89291,91400,36300000,100196,176509,51603,R85379,2021-10-25,159,United States,Sweden,0,Unknown,Unknown
HM CARGO,C89293,60056,17620000,86750,90156,12371,R87750,2021-01-11,0,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C89304,69009,17700000,15844075,21894435,1440757,R85997,2021-10-27,1000,China,China,0,Unknown,Unknown
HM CARGO,C89304,69009,44420000,3115150,4304099,1238779,R85997,2021-10-27,1000,China,China,0,Unknown,Unknown
HM CARGO,C89304,69009,17620000,4165210,5755257,687648,R85997,2021-10-27,866,China,China,0,Unknown,Unknown
HM CARGO,C89306,69009,17700000,6564475,9670089,632837,R85999,2021-10-27,700,China,China,0,Unknown,Unknown
HM CARGO,C89306,69009,44420000,428950,631026,182299,R85999,2021-10-27,65,China,China,0,Unknown,Unknown
HM CARGO,C89308,69009,17120000,469140325,498460809,88469323,R85933,2021-10-26,9113,China,China,0,Unknown,Unknown
HM CARGO,C89311,56918,23291000,465885,1454895,250050,R92380,2021-11-18,215,United States,United States,0,Unknown,Unknown
HM CARGO,C89313,37593,4401000,555018,647204,44905,R90584,2021-10-11,83,China,China,0,Unknown,Unknown
HM CARGO,C89318,63322,4310000,90560,112012,14840,R87254,2021-01-11,20,Sweden,Sweden,0,Unknown,Unknown
HM CARGO,C9076,85395,1520000,310665,357089,44458,R10525,2021-02-15,30,Germany,Germany,0,Unknown,Unknown
HM CARGO,C89335,60056,17120000,4366675,4461608,794934,R101305,2021-12-19,9,Hong Kong,Hong Kong,0,Unknown,Unknown
HM CARGO,C89342,60056,17120000,291108,562224,98604,R93032,2021-11-21,58,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C89344,62833,23490000,367900,406972,118932,R101242,2021-12-19,1,Germany,Germany,0,Unknown,Unknown
HM CARGO,C89346,82259,42310000,4579740,4718935,575725,R93080,2021-11-21,17,"Korea, Republic of","Korea, Republic of",0,Unknown,Unknown
HM CARGO,C89347,86503,17620000,177349,216858,27468,R86112,2021-10-27,11,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C89347,86503,17700000,141245,172580,13000,R86112,2021-10-27,4,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C89352,76443,48900000,459475,867900,151602,R85448,2021-10-25,529,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C89354,15947,1510000,217199,412021,49598,R7714,2022-01-26,24,Germany,Germany,0,Unknown,Unknown
HM CARGO,C89360,64110,38100000,56240,125837,16019,R87835,2021-02-11,2,Sweden,Sweden,0,Unknown,Unknown
HM CARGO,C89372,74325,29100000,6265330,6382851,96143,R90091,2021-09-11,12,United States,France,0,Unknown,Unknown
HM CARGO,C89377,85338,38900000,4769972,4986933,607160,R87717,2021-01-11,37,France,France,0,Unknown,Unknown
HM CARGO,C89381,63322,7800000,456117,468022,136950,R86095,2021-10-27,32,Belgium,Belgium,0,Unknown,Unknown
HM CARGO,C89385,46946,40810000,2607519,2747018,489097,R91860,2021-11-16,66,France,France,0,Unknown,Unknown
HM CARGO,C89385,46946,17620000,11151772,11748231,1428727,R91860,2021-11-16,100,France,France,0,Unknown,Unknown
HM CARGO,C89393,60779,36200000,214814,288724,51963,R87721,2021-01-11,16,Spain,Spain,0,Unknown,Unknown
HM CARGO,C89397,98649,1520000,471625,537701,66274,R87722,2021-01-11,6,Germany,Germany,0,Unknown,Unknown
HM CARGO,C89399,48015,17700000,917655,949402,66210,R85850,2021-10-26,4,Australia,Australia,0,Unknown,Unknown
HM CARGO,C89407,3830,38900000,63248,68697,9725,R87725,2021-01-11,4,Germany,Germany,0,Unknown,Unknown
HM CARGO,C89407,3830,4409000,201872,218902,16317,R87725,2021-01-11,2,Germany,Germany,0,Unknown,Unknown
HM CARGO,C89421,45548,36900000,512497,600712,107378,R87727,2021-01-11,6,United Arab Emirates,United Arab Emirates,0,Unknown,Unknown
HM CARGO,C89421,45548,38900000,30551,35660,5702,R87727,2021-01-11,10,United Arab Emirates,United Arab Emirates,0,Unknown,Unknown
HM CARGO,C89422,49524,18900000,22968,36704,11654,R85507,2021-10-25,25,Norway,United States,0,Unknown,Unknown
HM CARGO,C89424,75480,25800000,5263,6179,2151,R87732,2021-01-11,10,United Arab Emirates,United Arab Emirates,0,Unknown,Unknown
HM CARGO,C89425,6407,17700000,118816,167961,12507,R87729,2021-01-11,9,China,China,0,Unknown,Unknown
HM CARGO,C89426,69009,17700000,3664600,10147194,631748,R85998,2021-10-27,1104,China,Czech Republic,0,Unknown,Unknown
HM CARGO,C89437,71822,17620000,364237,692991,82664,R87731,2021-01-11,71,United Kingdom,United Kingdom,0,Unknown,Unknown
HM CARGO,C89443,64110,44420000,75471,106302,31689,R87185,2021-10-31,2,Sweden,United Arab Emirates,0,Unknown,Unknown
HM CARGO,C89455,67635,36900000,720159,809903,144620,R87046,2021-10-31,18,Luxembourg,Luxembourg,0,Unknown,Unknown
HM CARGO,C89456,25670,43700000,15084613,15534857,1892757,R22982,2022-09-03,242,China,China,0,Unknown,Unknown
HM CARGO,C89458,44105,23520000,5953975,6777540,4451184,R85610,2021-10-26,767,United Arab Emirates,United Arab Emirates,0,Unknown,Unknown
HM CARGO,C89466,44410,40890000,166740,175898,32549,R88311,2021-03-11,20,United Kingdom,United Kingdom,0,Unknown,Unknown
HM CARGO,C89471,59683,11400000,59842,62567,12431,R85868,2021-10-26,8,France,France,0,Unknown,Unknown
HM CARGO,C89471,59683,12200000,70060,73126,14309,R85868,2021-10-26,8,France,France,0,Unknown,Unknown
HM CARGO,C89471,59683,36410000,20673,21354,7332,R85868,2021-10-26,8,France,France,0,Unknown,Unknown
HM CARGO,C89471,59683,36500000,335045,350713,63615,R85868,2021-10-26,8,France,France,0,Unknown,Unknown
HM CARGO,C89471,59683,37100000,381707,399759,49958,R85868,2021-10-26,8,France,France,0,Unknown,Unknown
HM CARGO,C89471,59683,44499000,29870,30892,10100,R85868,2021-10-26,8,France,France,0,Unknown,Unknown
HM CARGO,C89478,60056,1100000,2122477,2239694,273251,R101289,2021-12-19,21,United States,United States,0,Unknown,Unknown
HM CARGO,C89479,60056,17120000,1527850,1573943,281153,R101291,2021-12-19,7,United States,United States,0,Unknown,Unknown
HM CARGO,C89484,60056,44200000,899035,948485,276106,R93078,2021-11-21,35,United States,United States,0,Unknown,Unknown
HM CARGO,C89484,60056,37100000,6739078,7110872,864497,R93078,2021-11-21,30,United States,United States,0,Unknown,Unknown
HM CARGO,C89492,34177,7200000,791282,932003,14148,R88846,2021-07-11,29,United Kingdom,United Kingdom,0,Unknown,Unknown
HM CARGO,C89501,86848,36300000,154225,263810,76611,R85583,2021-10-26,492,Republic of South Africa,Republic of South Africa,0,Unknown,Unknown
HM CARGO,C89506,60056,23490000,3191157,3294637,956979,R101304,2021-12-19,0,Italy,Italy,0,Unknown,Unknown
HM CARGO,C89507,60056,23520000,613655,632048,416213,R101296,2021-12-19,3,Greece,Greece,0,Unknown,Unknown
HM CARGO,C89510,82259,42310000,31289725,31720738,3867026,R86773,2021-10-31,100,"Korea, Republic of","Korea, Republic of",0,Unknown,Unknown
HM CARGO,C89511,28738,44499000,2099278,2337984,677698,R86165,2021-10-27,260,Netherlands Antilles,Finland,0,Unknown,Unknown
HM CARGO,C89511,28738,17620000,2372172,2642013,321034,R86165,2021-10-27,200,Netherlands Antilles,Finland,0,Unknown,Unknown
HM CARGO,C89513,28738,44420000,1601110,1788229,518564,R86166,2021-10-27,1000,Netherlands Antilles,Finland,0,Unknown,Unknown
HM CARGO,C89513,28738,17620000,77447493,86507923,10464769,R86166,2021-10-27,691,Finland,Finland,0,Unknown,Unknown
HM CARGO,C89514,28738,44420000,2211,91344,26733,R86180,2021-10-27,97,Netherlands Antilles,Finland,0,Unknown,Unknown
HM CARGO,C89516,94627,17620000,2057764,2179864,266129,R87808,2021-02-11,116,United Kingdom,United Kingdom,0,Unknown,Unknown
HM CARGO,C89525,88385,6500000,917350,1619425,464128,R86094,2021-10-27,900,United Arab Emirates,United Arab Emirates,0,Unknown,Unknown
HM CARGO,C89534,64110,1510000,1173150,1293724,157879,R87971,2021-02-11,15,United Arab Emirates,United Arab Emirates,0,Unknown,Unknown
HM CARGO,C89534,64110,36690000,4653,4958,3104,R87971,2021-02-11,15,United Arab Emirates,United Arab Emirates,0,Unknown,Unknown
HM CARGO,C89547,53080,23490000,209170,308987,89835,R88697,2021-04-11,14,United States,United States,0,Unknown,Unknown
HM CARGO,C89548,53080,23490000,1236336,1513503,437824,R88698,2021-04-11,58,United States,United States,0,Unknown,Unknown
HM CARGO,C89553,75480,17120000,4536089,4658494,829710,R88701,2021-04-11,14,United Arab Emirates,United Arab Emirates,0,Unknown,Unknown
HM CARGO,C89555,75480,29900000,11477,12839,3589,R88700,2021-04-11,1,Poland,Poland,0,Unknown,Unknown
HM CARGO,C89555,75480,25800000,7050,7731,2343,R88700,2021-04-11,1,Poland,Poland,0,Unknown,Unknown
HM CARGO,C89556,90269,31100000,19103840,19430763,289767,R85935,2021-10-26,988,India,India,0,Unknown,Unknown
HM CARGO,C89559,60056,18300000,551050,978095,280741,R88711,2021-04-11,77,China,China,0,Unknown,Unknown
HM CARGO,C89565,61185,36500000,206299,263179,47592,R88702,2021-04-11,12,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C89569,76330,31800000,224433,407583,71985,R85772,2021-10-26,213,United Arab Emirates,United Arab Emirates,0,Unknown,Unknown
HM CARGO,C89570,16511,37100000,205202,209781,26937,R88709,2021-04-11,0,Republic of South Africa,Republic of South Africa,0,Unknown,Unknown
HM CARGO,C89570,16511,44420000,4347,4347,2400,R88709,2021-04-11,0,Republic of South Africa,Republic of South Africa,0,Unknown,Unknown
HM CARGO,C89574,60056,17120000,346838,353554,64215,R88718,2021-04-11,1,Republic of South Africa,Republic of South Africa,0,Unknown,Unknown
HM CARGO,C89575,69009,17700000,13112393,31358407,1967083,R86338,2021-10-28,3017,Czech Republic,Czech Republic,0,Unknown,Unknown
HM CARGO,C89576,408,23520000,37547350,43819017,28765420,R87755,2021-01-11,4958,India,India,0,Unknown,Unknown
HM CARGO,C89578,69009,17700000,496105,1272661,80905,R87139,2021-10-31,107,Czech Republic,Czech Republic,0,Unknown,Unknown
HM CARGO,C89580,69009,17700000,354820842,358563513,24525666,R86768,2021-10-31,400,China,China,0,Unknown,Unknown
HM CARGO,C89580,69009,44700000,12955189,13091636,1596173,R86768,2021-10-31,123,China,China,0,Unknown,Unknown
HM CARGO,C89581,60056,17620000,120037,121869,16256,R88716,2021-04-11,6,Republic of South Africa,Republic of South Africa,0,Unknown,Unknown
HM CARGO,C89589,64110,1510000,287619,309292,38890,R88465,2021-03-11,10,Sweden,Sweden,0,Unknown,Unknown
HM CARGO,C9103,30645,17620000,1431820,1663295,202014,R9868,2021-12-02,179,Sweden,Sweden,0,Unknown,Unknown
HM CARGO,C9103,30645,44420000,143243,166292,49195,R9868,2021-12-02,179,Sweden,Sweden,0,Unknown,Unknown
HM CARGO,C89594,56604,35900000,1177685,1583337,744125,R88710,2021-04-11,86,Germany,Germany,0,Unknown,Unknown
HM CARGO,C89595,89047,18300000,3206725,6221985,1776653,R87112,2021-10-31,3562,Hong Kong,Hong Kong,0,Unknown,Unknown
HM CARGO,C89597,26231,17180000,3969850,6018383,1051682,R85878,2021-10-26,2990,United Arab Emirates,United Arab Emirates,0,Unknown,Unknown
HM CARGO,C89601,60056,17120000,98670,106912,20272,R88715,2021-04-11,1,China,China,0,Unknown,Unknown
HM CARGO,C89603,44827,17180000,5129800,9077904,1576637,R85613,2021-10-26,2334,China,China,0,Unknown,Unknown
HM CARGO,C89604,60056,17620000,810513,875532,107572,R88717,2021-04-11,12,United States,United States,0,Unknown,Unknown
HM CARGO,C89607,60056,21901000,120648,130721,39000,R88714,2021-04-11,2,China,China,0,Unknown,Unknown
HM CARGO,C89609,94627,17620000,246105,272357,34372,R88636,2021-04-11,4,Japan,Japan,0,Unknown,Unknown
HM CARGO,C89617,60056,23410000,22052,82186,24378,R88653,2021-04-11,4,United States,United States,0,Unknown,Unknown
HM CARGO,C89621,36700,36200000,760757,825165,147602,R86334,2021-10-28,10,Greece,Greece,0,Unknown,Unknown
HM CARGO,C89622,88964,36490000,316008,597143,171626,R86076,2021-10-27,1308,United Arab Emirates,United Arab Emirates,0,Unknown,Unknown
HM CARGO,C89630,60056,17120000,529072,536093,96722,R88643,2021-04-11,1,Republic of South Africa,Republic of South Africa,0,Unknown,Unknown
HM CARGO,C89635,60056,17120000,2885907,2929253,522563,R88646,2021-04-11,2,Republic of South Africa,Republic of South Africa,0,Unknown,Unknown
HM CARGO,C89640,57200,6800000,62650,106461,31600,R85825,2021-10-26,73,United Arab Emirates,United Arab Emirates,0,Unknown,Unknown
HM CARGO,C89642,30571,17620000,960383,992740,122196,R88650,2021-04-11,5,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C89644,34991,6500000,42504,71503,21602,R85833,2021-10-26,93,Kenya,Austria,0,Unknown,Unknown
HM CARGO,C89660,87789,40890000,189024,288230,51610,R85834,2021-10-26,244,Bulgaria,Bulgaria,0,Unknown,Unknown
HM CARGO,C89673,61438,37200000,749894,787019,96974,R86024,2021-10-27,4,Germany,Germany,0,Unknown,Unknown
HM CARGO,C9112,37193,17610000,341382900,361312405,64141797,R9763,2021-12-02,29270,Republic of South Africa,Republic of South Africa,0,Unknown,Unknown
HM CARGO,C89683,44014,17180000,3603550,6369115,1106618,R85861,2021-10-26,1689,China,China,0,Unknown,Unknown
HM CARGO,C89688,46946,17620000,603437,827210,100089,R101530,2021-12-19,48,France,France,0,Unknown,Unknown
HM CARGO,C89701,67505,4409000,1633064,1685857,116445,R86639,2021-10-28,91,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C89705,16149,17690000,23900680,24162600,2946623,R88694,2021-04-11,70,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C89709,75327,36500000,1551049,1862404,329743,R92354,2021-11-18,65,United States,United States,0,Unknown,Unknown
HM CARGO,C89724,91400,36300000,83407,141405,41601,R85885,2021-10-26,71,Italy,Italy,0,Unknown,Unknown
HM CARGO,C89734,69009,17620000,1042027115,1064316165,129625088,R86794,2021-10-31,1850,China,China,0,Unknown,Unknown
HM CARGO,C89734,69009,44700000,3115150,3182000,388670,R86794,2021-10-31,3000,China,China,0,Unknown,Unknown
HM CARGO,C89734,69009,44499000,14140780,14443283,4193013,R86794,2021-10-31,2000,China,China,0,Unknown,Unknown
HM CARGO,C89741,60056,23520000,160330,170708,112758,R93047,2021-11-21,2,Turkey,Turkey,0,Unknown,Unknown
HM CARGO,C89745,75327,44200000,9195730,13174053,3786370,R88806,2021-07-11,1500,Slovakia,Slovakia,0,Unknown,Unknown
HM CARGO,C89745,75327,38100000,9729612,13939010,1656723,R88806,2021-07-11,1000,Slovakia,Slovakia,0,Unknown,Unknown
HM CARGO,C89745,75327,38100000,11716179,16785161,1994714,R88806,2021-07-11,2000,Slovakia,Slovakia,0,Unknown,Unknown
HM CARGO,C89746,60056,36500000,9093,9774,3051,R92393,2021-11-18,7,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C89749,36700,4320000,955506,1114847,135663,R86323,2021-10-28,300,Greece,Greece,0,Unknown,Unknown
HM CARGO,C89752,60056,6800000,683223,807766,234446,R93073,2021-11-21,5,United States,United States,0,Unknown,Unknown
HM CARGO,C89752,60056,43700000,19915,23273,4213,R93073,2021-11-21,4,United States,United States,0,Unknown,Unknown
HM CARGO,C89756,3566,17690000,688413,1103248,131855,R85913,2021-10-26,1536,Hong Kong,Hong Kong,0,Unknown,Unknown
HM CARGO,C89758,2535,48900000,183834,288535,51606,R85916,2021-10-26,345,United Arab Emirates,United Arab Emirates,0,Unknown,Unknown
HM CARGO,C9120,61894,1100000,52426,69762,9731,R9671,2021-11-02,25,India,India,0,Unknown,Unknown
HM CARGO,C89773,94060,17620000,264882,337770,41885,R88635,2021-04-11,15,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C89783,6407,17700000,212528,221686,16587,R88623,2021-04-11,1,China,China,0,Unknown,Unknown
HM CARGO,C89784,169,33310000,460391,475959,59274,R88628,2021-04-11,2,United States,United States,0,Unknown,Unknown
HM CARGO,C89790,6407,17700000,220464,240306,17755,R88625,2021-04-11,3,China,China,0,Unknown,Unknown
HM CARGO,C89792,94060,17620000,1290423,1505000,182870,R88632,2021-04-11,44,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C89794,94060,17620000,540085,592197,73133,R88631,2021-04-11,10,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C89803,71822,17620000,210086,261063,32747,R88626,2021-04-11,9,Japan,Japan,0,Unknown,Unknown
HM CARGO,C89805,94060,17620000,227076,342879,42079,R88620,2021-04-11,19,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C89805,94060,17700000,37022,55074,5085,R88620,2021-04-11,10,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C89806,94060,17620000,796896,1017604,123348,R88630,2021-04-11,46,Netherlands,Netherlands,0,Unknown,Unknown
